insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
OQ721632	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721652	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721763	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721236	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
OQ721159	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721183	USA	Story, Iowa		USA	Iowa	Story	USA	Story	Iowa
OQ721192	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721218	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721285	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721329	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721396	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721401	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721413	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721444	USA	Story, Iowa		USA	Iowa	Story	USA	Story	Iowa
OQ721448	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721631	USA	San Diego, California		USA	California	San Diego	USA	San Diego	California
OQ721542	USA	Rockingham, New Hampshire		USA	New Hampshire	Rockingham	USA	Rockingham	New Hampshire
OQ721650	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
OQ721674	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
OQ721128	USA	Rockingham, New Hampshire		USA	New Hampshire	Rockingham	USA	Rockingham	New Hampshire
OQ721209	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
OQ721684	USA	Story, Iowa		USA	Iowa	Story	USA	Story	Iowa
OQ721165	USA	Monona, Iowa		USA	Iowa	Monona	USA	Monona	Iowa
OQ721340	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
MH507753	USA	Simi_Valley,California		USA	California	Simi_Valley	USA	Simi_Valley	California
OQ721368	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721593	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721776	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721214	USA	Bossier, Louisiana		USA	Louisiana	Bossier	USA	Bossier	Louisiana
OQ721622	USA	Yolo, California		USA	California	Yolo	USA	Yolo	California
OQ721774	USA	Bossier, Louisiana		USA	Louisiana	Bossier	USA	Bossier	Louisiana
OQ721663	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721816	USA	WBR, Louisiana		USA	Louisiana	WBR	USA	WBR	Louisiana
OQ721134	USA	Woodbury, Iowa		USA	Iowa	Woodbury	USA	Woodbury	Iowa
OQ721145	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721208	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721222	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721500	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721508	USA	Woodbury, Iowa		USA	Iowa	Woodbury	USA	Woodbury	Iowa
OQ721582	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721659	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721544	USA	San Diego, California		USA	California	San Diego	USA	San Diego	California
OQ721153	USA	Woodbury, Iowa		USA	Iowa	Woodbury	USA	Woodbury	Iowa
OQ721179	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721191	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
OQ721194	USA	Story, Iowa		USA	Iowa	Story	USA	Story	Iowa
OQ721362	USA	Pottawattamie, Iowa		USA	Iowa	Pottawattamie	USA	Pottawattamie	Iowa
