insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
MW862075	Italy			Italy			Italy		
JN835183	Italy			Italy			Italy		
MN939564	Italy			Italy			Italy		
MW862107	Italy			Italy			Italy		
MW862106	Italy			Italy			Italy		
MW862105	Italy			Italy			Italy		
MW862104	Italy			Italy			Italy		
MW862103	Italy			Italy			Italy		
MW862102	Italy			Italy			Italy		
KP789953	Italy			Italy			Italy		
KT207791	Italy			Italy			Italy		
JN797253	Italy			Italy			Italy		
KT207792	Italy			Italy			Italy		
JX122763	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
KC493970	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
JN797251	Italy			Italy			Italy		
KF823806	Italy	Lombardia region, Mantova		Italy	Lombardia	Mantova	Italy	Lombardia region	Mantova
JN858069	Italy			Italy			Italy		
JN858070	Italy			Italy			Italy		
JQ928174	Italy	Veneto region, Treviso		Italy	Veneto	Treviso	Italy	Veneto region	Treviso
JQ928175	Italy	Veneto region, Treviso		Italy	Veneto	Treviso	Italy	Veneto region	Treviso
JN797252	Italy			Italy			Italy		
FJ471491	Italy			Italy			Italy		
MW862095	Italy			Italy			Italy		
MW862094	Italy			Italy			Italy		
MW862093	Italy			Italy			Italy		
MW862089	Italy			Italy			Italy		
KP789960	Italy			Italy			Italy		
KT364501	Italy			Italy			Italy		
KT364502	Italy			Italy			Italy		
KT364503	Italy			Italy			Italy		
KT364504	Italy			Italy			Italy		
KT364505	Italy			Italy			Italy		
KT364514	Italy			Italy			Italy		
KT364515	Italy			Italy			Italy		
MN939560	Italy			Italy			Italy		
KT364516	Italy			Italy			Italy		
KT364518	Italy			Italy			Italy		
KT364519	Italy			Italy			Italy		
KU573080	Italy			Italy			Italy		
KU573081	Italy			Italy			Italy		
KU573082	Italy			Italy			Italy		
KU573083	Italy			Italy			Italy		
MW862074	Italy			Italy			Italy		
MW862088	Italy			Italy			Italy		
MW862087	Italy			Italy			Italy		
KT364517	Italy			Italy			Italy		
MN939559	Italy			Italy			Italy		
MN939558	Italy			Italy			Italy		
KF588365	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
MW862092	Italy			Italy			Italy		
MW862091	Italy			Italy			Italy		
JX556213	Italy	Veneto region, Venice province		Italy	Veneto	Venice province	Italy	Veneto region	Venice province
MW862090	Italy			Italy			Italy		
JX556214	Italy	Veneto region, Venice province		Italy	Veneto	Venice province	Italy	Veneto region	Venice province
MN939563	Italy			Italy			Italy		
MN939562	Italy			Italy			Italy		
MN939561	Italy			Italy			Italy		
MN939557	Italy			Italy			Italy		
KC954092	Italy	Veneto region, Portogruaro		Italy	Veneto	Portogruaro	Italy	Veneto region	Portogruaro
MW862082	Italy			Italy			Italy		
MW862083	Italy			Italy			Italy		
MW862084	Italy			Italy			Italy		
MW862085	Italy			Italy			Italy		
KF823805	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
KF647253	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
KF647252	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
KF647251	Italy	Veneto region, Padova		Italy	Veneto	Padova	Italy	Veneto region	Padova
KF647250	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
KF647249	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
KF647248	Italy	Veneto region, Rovigo		Italy	Veneto	Rovigo	Italy	Veneto region	Rovigo
ON032489	Italy	Piemonte region		Italy	Piemonte		Italy	Piemonte region	
MW835363	Italy			Italy			Italy		
MW862108	Italy			Italy			Italy		
MW835361	Italy			Italy			Italy		
OP734262	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP009525	Italy			Italy			Italy		
KP789955	Italy			Italy			Italy		
OP009526	Italy	Padova province		Italy		Padova province	Italy	Padova province	
ON032498	Italy	Umbria region		Italy	Umbria		Italy	Umbria region	
PP625328	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
OP609798	Italy			Italy			Italy		
OP609797	Italy			Italy			Italy		
OP609796	Italy			Italy			Italy		
OP609795	Italy			Italy			Italy		
OP609794	Italy			Italy			Italy		
OP609793	Italy			Italy			Italy		
OP609792	Italy			Italy			Italy		
OP609791	Italy			Italy			Italy		
ON813233	Italy	Piemonte region		Italy	Piemonte		Italy	Piemonte region	
OP850029	Italy	Emilia Romagna		Italy	Emilia-Romagna		Italy	Emilia Romagna	
ON032495	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
ON032493	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
ON032492	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
OP009521	Italy			Italy			Italy		
OP850028	Italy	Emilia Romagna		Italy	Emilia-Romagna		Italy	Emilia Romagna	
OP734264	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP609799	Italy			Italy			Italy		
OP609790	Italy			Italy			Italy		
OP609800	Italy			Italy			Italy		
HM138765	Italy			Italy			Italy		
HM138720	Italy			Italy			Italy		
HM138760	Italy			Italy			Italy		
HM138748	Italy			Italy			Italy		
HM138754	Italy			Italy			Italy		
HM138767	Italy			Italy			Italy		
HM138755	Italy			Italy			Italy		
JF719068	Italy			Italy			Italy		
HM138719	Italy			Italy			Italy		
JF719067	Italy			Italy			Italy		
ON032490	Italy	Piemonte region		Italy	Piemonte		Italy	Piemonte region	
HM138766	Italy			Italy			Italy		
OP609803	Italy			Italy			Italy		
OP734271	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP734267	Italy	Emilia Romagna		Italy	Emilia-Romagna		Italy	Emilia Romagna	
OP734266	Italy	Emilia Romagna		Italy	Emilia-Romagna		Italy	Emilia Romagna	
OP609802	Italy			Italy			Italy		
OP609801	Italy			Italy			Italy		
OP734268	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP734265	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP734263	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP734272	Italy	Veneto		Italy	Veneto		Italy	Veneto	
OP734274	Italy	Veneto		Italy	Veneto		Italy	Veneto	
MW835362	Italy			Italy			Italy		
JF714988	Italy			Italy			Italy		
ON032491	Italy	Lombardi region		Italy	Lombardia		Italy	Lombardi region	
JF714987	Italy			Italy			Italy		
KJ562351	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
KJ562352	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
KJ562353	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
ON813230	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
KP407865	Italy			Italy			Italy		
KP407866	Italy			Italy			Italy		
KT364499	Italy			Italy			Italy		
KT364500	Italy			Italy			Italy		
KT364512	Italy			Italy			Italy		
KT364513	Italy			Italy			Italy		
MW627239	Italy	Campania region		Italy	Campania		Italy	Campania region	
ON032488	Italy	Piemonte region		Italy	Piemonte		Italy	Piemonte region	
KP789954	Italy			Italy			Italy		
MW835356	Italy			Italy			Italy		
MW835357	Italy			Italy			Italy		
MW835358	Italy			Italy			Italy		
MW835359	Italy			Italy			Italy		
MW835360	Italy			Italy			Italy		
KJ562349	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
KJ562348	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
KJ562350	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
ON813231	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
JF714984	Italy			Italy			Italy		
JF714985	Italy			Italy			Italy		
JF714986	Italy			Italy			Italy		
OP009524	Italy			Italy			Italy		
OP009523	Italy			Italy			Italy		
OP009522	Italy			Italy			Italy		
OP850027	Italy	Piedmont		Italy		Piedmont	Italy	Piedmont	
KJ562347	Italy	Sardinia		Italy		Sardinia	Italy	Sardinia	
JQ928232	Italy			Italy			Italy		
JQ928231	Italy			Italy			Italy		
ON032497	Italy	Emilia-Romagna region		Italy	Emilia-Romagna		Italy	Emilia-Romagna region	
OP009520	Italy			Italy			Italy		
OP009519	Italy			Italy			Italy		
OP009518	Italy			Italy			Italy		
OP009517	Italy			Italy			Italy		
OP009516	Italy			Italy			Italy		
ON813232	Italy	Sardinia region		Italy		Sardinia region	Italy	Sardinia region	
ON032494	Italy	Sardegna region		Italy	Sardegna		Italy	Sardegna region	
OP009515	Italy			Italy			Italy		
KX129740	Kazakhstan	West Kazakhstan oblast, Akzhaik District		Kazakhstan		West Kazakhstan oblast, Akzhaik District	Kazakhstan	West Kazakhstan oblast	Akzhaik District
KX129741	Kazakhstan	West Kazakhstan oblast, Akzhaik District		Kazakhstan		West Kazakhstan oblast, Akzhaik District	Kazakhstan	West Kazakhstan oblast	Akzhaik District
OQ302201	Kenya	Marsabit County		Kenya	Marsabit		Kenya	Marsabit County	
KX189176	Kenya			Kenya			Kenya		
KX189175	Kenya			Kenya			Kenya		
KX189174	Kenya			Kenya			Kenya		
KC243146	Kenya	Ijara, North Eastern Province		Kenya		Ijara, North Eastern Province	Kenya	Ijara	North Eastern Province
AF146082	Kenya	Rift Valley Province		Kenya		Rift Valley Province	Kenya	Rift Valley Province	
MZ190466	Kosovo			Kosovo			Kosovo		
MZ190467	Kosovo			Kosovo			Kosovo		
MZ190465	Kosovo			Kosovo			Kosovo		
MZ190464	Kosovo			Kosovo			Kosovo		
KU978767	Madagascar			Madagascar			Madagascar		
HM147823	Madagascar			Madagascar			Madagascar		
AY839589	Madagascar			Madagascar			Madagascar		
AY839588	Madagascar			Madagascar			Madagascar		
DQ176636	Madagascar			Madagascar			Madagascar		
MK327793	Malaysia			Malaysia			Malaysia		
MK327800	Malaysia			Malaysia			Malaysia		
MK327799	Malaysia			Malaysia			Malaysia		
MK327798	Malaysia			Malaysia			Malaysia		
MK327796	Malaysia			Malaysia			Malaysia		
MK327795	Malaysia			Malaysia			Malaysia		
MK327794	Malaysia			Malaysia			Malaysia		
MK327806	Malaysia			Malaysia			Malaysia		
MK327792	Malaysia			Malaysia			Malaysia		
MK327791	Malaysia			Malaysia			Malaysia		
MK327807	Malaysia			Malaysia			Malaysia		
MK327803	Malaysia			Malaysia			Malaysia		
MK327804	Malaysia			Malaysia			Malaysia		
HQ840762	Malaysia			Malaysia			Malaysia		
GU047874	Malaysia			Malaysia			Malaysia		
MK327790	Malaysia			Malaysia			Malaysia		
MK327789	Malaysia			Malaysia			Malaysia		
MK327788	Malaysia			Malaysia			Malaysia		
MK327787	Malaysia			Malaysia			Malaysia		
MK327805	Malaysia			Malaysia			Malaysia		
MK327808	Malaysia			Malaysia			Malaysia		
MK327801	Malaysia			Malaysia			Malaysia		
MK327802	Malaysia			Malaysia			Malaysia		
KC211057	Mexico			Mexico			Mexico		
JX444751	Mexico	Oaxaca		Mexico	Oaxaca		Mexico	Oaxaca	
DQ869049	Mexico			Mexico			Mexico		
MT673747	Mexico			Mexico			Mexico		
MT673748	Mexico			Mexico			Mexico		
DQ869050	Mexico			Mexico			Mexico		
MT673749	Mexico			Mexico			Mexico		
AY371271	Mexico			Mexico			Mexico		
MT673750	Mexico			Mexico			Mexico		
MT673746	Mexico			Mexico			Mexico		
MT673745	Mexico			Mexico			Mexico		
MT673744	Mexico			Mexico			Mexico		
DQ080070	Mexico	Sonora		Mexico	Sonora		Mexico	Sonora	
DQ080071	Mexico	Florida		Mexico		Florida	Mexico	Florida	
EU919683	Mexico	Rio Arriba, Chiapas		Mexico	Chiapas	Rio Arriba	Mexico	Rio Arriba	Chiapas
AY426741	Mexico	municipality of Juarez, Nuevo Leon State		Mexico	Nuevo Leon	municipality of Juarez	Mexico	municipality of Juarez	Nuevo Leon State
JN051153	Mexico			Mexico			Mexico		
KU978769	Mexico			Mexico			Mexico		
JN051152	Mexico			Mexico			Mexico		
DQ080065	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
GQ478869	Mexico			Mexico			Mexico		
DQ080069	Mexico	Tamaulipas		Mexico	Tamaulipas		Mexico	Tamaulipas	
AY660002	Mexico			Mexico			Mexico		
AY963774	Mexico	Sonora		Mexico	Sonora		Mexico	Sonora	
AY963775	Mexico	Nuevo Leon		Mexico	Nuevo Leon		Mexico	Nuevo Leon	
JX015520	Mexico	Cuidad Juarez, Chihuahua State		Mexico	Chihuahua	Cuidad Juarez	Mexico	Cuidad Juarez	Chihuahua State
JX015518	Mexico	Cuidad Juarez, Chihuahua State		Mexico	Chihuahua	Cuidad Juarez	Mexico	Cuidad Juarez	Chihuahua State
GQ862373	Mexico			Mexico			Mexico		
GQ862374	Mexico			Mexico			Mexico		
DQ080063	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
DQ080064	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
GQ478870	Mexico			Mexico			Mexico		
DQ080066	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
DQ080067	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
DQ080068	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
DQ080060	Mexico	Baja Calfornia Norte		Mexico	Baja California		Mexico	Baja Calfornia Norte	
AY701413	Morocco			Morocco			Morocco		
AY701412	Morocco			Morocco			Morocco		
AF205884	Morocco			Morocco			Morocco		
MW383507	Namibia			Namibia			Namibia		
MW383508	Namibia			Namibia			Namibia		
MW383509	Namibia			Namibia			Namibia		
MW436414	Namibia			Namibia			Namibia		
MW436417	Namibia			Namibia			Namibia		
MW436416	Namibia			Namibia			Namibia		
MW436418	Namibia			Namibia			Namibia		
MW436419	Namibia			Namibia			Namibia		
MW436420	Namibia			Namibia			Namibia		
MW436415	Namibia			Namibia			Namibia		
KJ599821	Nepal			Nepal			Nepal		
KJ599823	Nepal			Nepal			Nepal		
ON755223	Netherlands	Province of Utrecht		Netherlands	Utrecht		Netherlands	Province of Utrecht	
OP762592	Netherlands	Province of Utrecht, Haarzuilens		Netherlands	Utrecht	Haarzuilens	Netherlands	Province of Utrecht	Haarzuilens
MW036633	Netherlands			Netherlands			Netherlands		
MW036634	Netherlands			Netherlands			Netherlands		
OP762593	Netherlands	Province of Utrecht, Haarzuilens		Netherlands	Utrecht	Haarzuilens	Netherlands	Province of Utrecht	Haarzuilens
OP762594	Netherlands	Province of Utrecht, Haarzuilens		Netherlands	Utrecht	Haarzuilens	Netherlands	Province of Utrecht	Haarzuilens
MW228499	Netherlands			Netherlands			Netherlands		
OP762595	Netherlands	Province of Utrecht, Haarzuilens		Netherlands	Utrecht	Haarzuilens	Netherlands	Province of Utrecht	Haarzuilens
OP762596	Netherlands	Province of Utrecht, Vleuten		Netherlands	Utrecht	Vleuten	Netherlands	Province of Utrecht	Vleuten
OP762597	Netherlands	Province of Utrecht, Vleuten		Netherlands	Utrecht	Vleuten	Netherlands	Province of Utrecht	Vleuten
MZ268007	Netherlands			Netherlands			Netherlands		
MW228500	Netherlands			Netherlands			Netherlands		
MT132377	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132378	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132380	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132389	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132381	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132382	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132383	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132387	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
GQ851607	Nigeria			Nigeria			Nigeria		
MT132386	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MT132384	Nigeria	Borno State		Nigeria	Borno		Nigeria	Borno State	
MH545364	Pakistan			Pakistan			Pakistan		
MH545363	Pakistan			Pakistan			Pakistan		
MH545365	Pakistan			Pakistan			Pakistan		
OR728658	Pakistan			Pakistan			Pakistan		
OP804520	Poland			Poland			Poland		
AM404308	Portugal			Portugal			Portugal		
AJ965627	Portugal	southern Portugal		Portugal		southern Portugal	Portugal	southern Portugal	
AJ965631	Portugal	southern Portugal		Portugal		southern Portugal	Portugal	southern Portugal	
EU394703	Puerto Rico			Puerto Rico			USA	Puerto Rico	
FJ799714	Puerto Rico			Puerto Rico			USA	Puerto Rico	
FJ799716	Puerto Rico			Puerto Rico			USA	Puerto Rico	
FJ799717	Puerto Rico			Puerto Rico			USA	Puerto Rico	
FJ799715	Puerto Rico			Puerto Rico			USA	Puerto Rico	
LT996414	Romania			Romania			Romania		
LK022084	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LT903704	Romania			Romania			Romania		
LT996415	Romania			Romania			Romania		
HE984575	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HG918036	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
KJ934710	Romania	Enisala		Romania	Salaj		Romania	Enisala	
LT903700	Romania			Romania			Romania		
LT996417	Romania			Romania			Romania		
LT996427	Romania			Romania			Romania		
LK022080	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808704	Romania			Romania			Romania		
LT903703	Romania			Romania			Romania		
HG328830	Romania			Romania			Romania		
LK022081	Romania	Bucharest		Romania		Bucharest	Romania	Bucharest	
LT996428	Romania			Romania			Romania		
HG918028	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HE984574	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808697	Romania			Romania			Romania		
AF205879	Romania			Romania			Romania		
LK022082	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808703	Romania			Romania			Romania		
LT903709	Romania			Romania			Romania		
LN808702	Romania			Romania			Romania		
LK022083	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LS398545	Romania	Sibiu county		Romania	Sibiu		Romania	Sibiu county	
LT996413	Romania			Romania			Romania		
LN808696	Romania			Romania			Romania		
HG918029	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808694	Romania			Romania			Romania		
HG918030	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808677	Romania	Ialomita County		Romania	Ialomita		Romania	Ialomita County	
LT996420	Romania			Romania			Romania		
HG918026	Romania	Bucharest, Bucharest		Romania		Bucharest, Bucharest	Romania	Bucharest	Bucharest
LT903705	Romania			Romania			Romania		
LT996421	Romania			Romania			Romania		
LT903707	Romania			Romania			Romania		
LT903706	Romania			Romania			Romania		
HG918035	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
OQ134778	Romania			Romania			Romania		
LK022085	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
AF260969	Romania			Romania			Romania		
HG918034	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808693	Romania			Romania			Romania		
HG328831	Romania			Romania			Romania		
HG918027	Romania	Ialomita County, Fetesti City		Romania	Ialomita	Fetesti City	Romania	Ialomita County	Fetesti City
LN808691	Romania			Romania			Romania		
LN808690	Romania			Romania			Romania		
LT996429	Romania			Romania			Romania		
LT999995	Romania			Romania			Romania		
LT996425	Romania			Romania			Romania		
LN808689	Romania			Romania			Romania		
LN808688	Romania			Romania			Romania		
HG918033	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HG918032	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LT996418	Romania			Romania			Romania		
LT903714	Romania			Romania			Romania		
HG918031	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808695	Romania			Romania			Romania		
LN808692	Romania			Romania			Romania		
LN808700	Romania			Romania			Romania		
LN808705	Romania			Romania			Romania		
LT903708	Romania			Romania			Romania		
LT996424	Romania			Romania			Romania		
LN808684	Romania			Romania			Romania		
LT996423	Romania			Romania			Romania		
LN808685	Romania			Romania			Romania		
LT903711	Romania			Romania			Romania		
LT996422	Romania			Romania			Romania		
LT903716	Romania			Romania			Romania		
LT996419	Romania			Romania			Romania		
LT996426	Romania			Romania			Romania		
LT903701	Romania			Romania			Romania		
HG514462	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808682	Romania			Romania			Romania		
LN808683	Romania			Romania			Romania		
HG514461	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808701	Romania			Romania			Romania		
LT903715	Romania			Romania			Romania		
LN808680	Romania			Romania			Romania		
OQ134779	Romania			Romania			Romania		
HG918037	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808681	Romania			Romania			Romania		
LK022077	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LK022078	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808698	Romania			Romania			Romania		
LN808699	Romania			Romania			Romania		
LK022079	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LN808679	Romania			Romania			Romania		
LN808678	Romania			Romania			Romania		
LT903702	Romania			Romania			Romania		
LT903713	Romania			Romania			Romania		
HG514465	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HG514464	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HG514463	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
HG514466	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
LT996416	Romania			Romania			Romania		
LT903712	Romania			Romania			Romania		
LN808687	Romania			Romania			Romania		
HG514467	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
MH939153	Romania			Romania			Romania		
LN808686	Romania			Romania			Romania		
LT903710	Romania			Romania			Romania		
HG514468	Romania	Danube Delta, Mila 26		Romania		Danube Delta, Mila 26	Romania	Danube Delta	Mila 26
MH939154	Romania			Romania			Romania		
HQ237499	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425732	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
DQ411035	Russia			Russia			Russia		
FJ013254	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013253	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
HQ237497	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
HQ237496	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013252	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ411034	Russia			Russia			Russia		
HQ237495	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
DQ059034	Russia	Far Eastern Region		Russia		Far Eastern Region	Russia	Far Eastern Region	
HQ237498	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345107	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013255	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345108	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013248	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ232961	Russia	Rostov, Don		Russia	Rostovskaja oblast'	Don	Russia	Rostov	Don
FJ232962	Russia	Rostov, Don		Russia	Rostovskaja oblast'	Don	Russia	Rostov	Don
FJ265698	Russia	Rostov, Don		Russia	Rostovskaja oblast'	Don	Russia	Rostov	Don
OP345105	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345106	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345104	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
OP345102	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
HQ237493	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
HQ237494	Russia	Rostov		Russia	Rostovskaja oblast'		Russia	Rostov	
DQ411033	Russia			Russia			Russia		
FJ159130	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013256	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
OP345103	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ304544	Russia			Russia			Russia		
DQ411032	Russia			Russia			Russia		
DQ411031	Russia			Russia			Russia		
FJ013250	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013249	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ374652	Russia			Russia			Russia		
DQ374651	Russia			Russia			Russia		
FJ013245	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013247	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013246	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ232960	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ013251	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ374650	Russia			Russia			Russia		
FJ425728	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ425721	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ265703	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ304545	Russia			Russia			Russia		
FJ265702	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ265701	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ265699	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
FJ265700	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ059564	Russia			Russia			Russia		
HQ237500	Russia	Volgograd		Russia	Volgogradskaja oblast'		Russia	Volgograd Region	
DQ374653	Russia			Russia			Russia		
DQ377179	Russia			Russia			Russia		
FJ425731	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
FJ425730	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
FJ425724	Russia	Astrakhan		Russia	Astrahanskaja oblast'		Russia	Astrakhan Region	
