insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
KC242794	Gabon			Gabon			Gabon		
KY785978	Gabon			Gabon			Gabon		
EU051647	Gabon			Gabon			Gabon		
EU051637	Gabon			Gabon			Gabon		
EU051638	Gabon			Gabon			Gabon		
KY785977	Gabon			Gabon			Gabon		
EU051645	Gabon			Gabon			Gabon		
KY786024	Gabon			Gabon			Gabon		
EU051634	Gabon			Gabon			Gabon		
KY786023	Gabon			Gabon			Gabon		
KY786021	Gabon			Gabon			Gabon		
KY786020	Gabon			Gabon			Gabon		
KY786019	Gabon			Gabon			Gabon		
KY786018	Gabon			Gabon			Gabon		
KY786017	Gabon			Gabon			Gabon		
KY786016	Gabon			Gabon			Gabon		
KY786022	Gabon			Gabon			Gabon		
KY786015	Gabon			Gabon			Gabon		
EU051648	Gabon			Gabon			Gabon		
KY786026	Gabon			Gabon			Gabon		
EU051649	Gabon			Gabon			Gabon		
EU051631	Gabon			Gabon			Gabon		
EU051630	Gabon			Gabon			Gabon		
KC242800	Gabon			Gabon			Gabon		
EU051644	Gabon			Gabon			Gabon		
EU051643	Gabon			Gabon			Gabon		
KY786025	Gabon			Gabon			Gabon		
EU051633	Gabon			Gabon			Gabon		
EU051635	Gabon			Gabon			Gabon		
EU051642	Gabon			Gabon			Gabon		
EU051632	Gabon			Gabon			Gabon		
EU051641	Gabon			Gabon			Gabon		
EU051640	Gabon			Gabon			Gabon		
KY786027	Gabon			Gabon			Gabon		
EU051636	Gabon			Gabon			Gabon		
KY786014	Gabon			Gabon			Gabon		
EU051646	Gabon			Gabon			Gabon		
KY786012	Gabon			Gabon			Gabon		
KY786001	Gabon			Gabon			Gabon		
KY785987	Gabon			Gabon			Gabon		
KY785999	Gabon			Gabon			Gabon		
KY785989	Gabon			Gabon			Gabon		
KY785990	Gabon			Gabon			Gabon		
KY785991	Gabon			Gabon			Gabon		
KY785986	Gabon			Gabon			Gabon		
KY785992	Gabon			Gabon			Gabon		
KY785994	Gabon			Gabon			Gabon		
KY785995	Gabon			Gabon			Gabon		
KY785996	Gabon			Gabon			Gabon		
KY785997	Gabon			Gabon			Gabon		
KY785998	Gabon			Gabon			Gabon		
KY786013	Gabon			Gabon			Gabon		
KY785993	Gabon			Gabon			Gabon		
KY785985	Gabon			Gabon			Gabon		
KY785988	Gabon			Gabon			Gabon		
KY785983	Gabon			Gabon			Gabon		
KY786011	Gabon			Gabon			Gabon		
KY786010	Gabon			Gabon			Gabon		
KY785984	Gabon			Gabon			Gabon		
KY786008	Gabon			Gabon			Gabon		
KY786007	Gabon			Gabon			Gabon		
KY786006	Gabon			Gabon			Gabon		
KY786005	Gabon			Gabon			Gabon		
KY786009	Gabon			Gabon			Gabon		
KY786004	Gabon			Gabon			Gabon		
KY785982	Gabon			Gabon			Gabon		
KY785979	Gabon			Gabon			Gabon		
KY785981	Gabon			Gabon			Gabon		
KY786000	Gabon			Gabon			Gabon		
KY786002	Gabon			Gabon			Gabon		
KY786003	Gabon			Gabon			Gabon		
KY785980	Gabon			Gabon			Gabon		
LT605058	Germany			Germany			Germany		
MZ424858	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424857	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424854	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424853	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424852	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424851	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424850	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424856	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
KR817101	Guinea			Guinea			Guinea		
KR817096	Guinea			Guinea			Guinea		
LT630538	Guinea			Guinea			Guinea		
LT630500	Guinea			Guinea			Guinea		
MF102255	Guinea			Guinea			Guinea		
LT630537	Guinea			Guinea			Guinea		
LT630499	Guinea			Guinea			Guinea		
LT630498	Guinea			Guinea			Guinea		
LT630497	Guinea			Guinea			Guinea		
LT630489	Guinea			Guinea			Guinea		
LT630496	Guinea			Guinea			Guinea		
LT630495	Guinea			Guinea			Guinea		
LT630494	Guinea			Guinea			Guinea		
MH470382	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
LT630493	Guinea			Guinea			Guinea		
MZ424849	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
LT630492	Guinea			Guinea			Guinea		
LT630490	Guinea			Guinea			Guinea		
KX121422	Guinea	Forecaria		Guinea		Forecaria	Guinea	Forecaria	
LC152433	Guinea			Guinea			Guinea		
KR817106	Guinea			Guinea			Guinea		
KR817105	Guinea			Guinea			Guinea		
KR817104	Guinea			Guinea			Guinea		
KR817103	Guinea			Guinea			Guinea		
KY401671	Guinea			Guinea			Guinea		
KR817102	Guinea			Guinea			Guinea		
KR817100	Guinea			Guinea			Guinea		
KR817099	Guinea			Guinea			Guinea		
KR817098	Guinea			Guinea			Guinea		
KR817097	Guinea			Guinea			Guinea		
LT630491	Guinea			Guinea			Guinea		
LT630536	Guinea			Guinea			Guinea		
KR817174	Guinea			Guinea			Guinea		
MZ424860	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
KY401673	Guinea			Guinea			Guinea		
OQ892313	Guinea	Forecariah		Guinea		Forecariah	Guinea	Forecariah	
KR817168	Guinea			Guinea			Guinea		
KR817167	Guinea			Guinea			Guinea		
KR817166	Guinea			Guinea			Guinea		
KR817164	Guinea			Guinea			Guinea		
KR817165	Guinea			Guinea			Guinea		
KR817163	Guinea			Guinea			Guinea		
KR817162	Guinea			Guinea			Guinea		
OQ892295	Guinea	Coyah		Guinea		Coyah	Guinea	Kindia	Coyah
OQ892294	Guinea	Forecariah		Guinea		Forecariah	Guinea	Forecariah	
OQ892312	Guinea	Dubreka		Guinea		Dubreka	Guinea	Dubréka	
OQ892308	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
OQ892305	Guinea	Dubreka		Guinea		Dubreka	Guinea	Dubréka	
OQ892301	Guinea	Coyah		Guinea		Coyah	Guinea	Kindia	Coyah
OQ892296	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
OQ892300	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817161	Guinea			Guinea			Guinea		
KR817160	Guinea			Guinea			Guinea		
KR817159	Guinea			Guinea			Guinea		
KX121423	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
OQ892298	Guinea	Coyah		Guinea		Coyah	Guinea	Kindia	Coyah
MZ424859	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
OQ892299	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
OQ892310	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
MZ424855	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ424861	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
KR817095	Guinea			Guinea			Guinea		
KR817094	Guinea			Guinea			Guinea		
KR817093	Guinea			Guinea			Guinea		
KX121421	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
KR817092	Guinea			Guinea			Guinea		
KR817090	Guinea			Guinea			Guinea		
KR817091	Guinea			Guinea			Guinea		
KT633509	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
KR817177	Guinea			Guinea			Guinea		
KR817176	Guinea			Guinea			Guinea		
KR817175	Guinea			Guinea			Guinea		
KR817173	Guinea			Guinea			Guinea		
KR817172	Guinea			Guinea			Guinea		
KR817171	Guinea			Guinea			Guinea		
OQ892304	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817170	Guinea			Guinea			Guinea		
KR817169	Guinea			Guinea			Guinea		
OQ892297	Guinea	Telimele		Guinea		Telimele	Guinea	Telimele	
OQ892311	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
OQ892302	Guinea	Forecariah		Guinea		Forecariah	Guinea	Forecariah	
LT630501	Guinea			Guinea			Guinea		
LT630596	Guinea			Guinea			Guinea		
LT630502	Guinea			Guinea			Guinea		
LT630598	Guinea			Guinea			Guinea		
LT630559	Guinea			Guinea			Guinea		
LT630597	Guinea			Guinea			Guinea		
LT630558	Guinea			Guinea			Guinea		
LT630557	Guinea			Guinea			Guinea		
MH470374	Guinea	Boke		Guinea	Boke		Guinea	Boke	
MH470373	Guinea	Boke		Guinea	Boke		Guinea	Boke	
LT630556	Guinea			Guinea			Guinea		
LT630555	Guinea			Guinea			Guinea		
LT630554	Guinea			Guinea			Guinea		
LT630589	Guinea			Guinea			Guinea		
LT630588	Guinea			Guinea			Guinea		
LT630553	Guinea			Guinea			Guinea		
LT630552	Guinea			Guinea			Guinea		
LT630569	Guinea			Guinea			Guinea		
LT630566	Guinea			Guinea			Guinea		
LT630551	Guinea			Guinea			Guinea		
MH470375	Guinea	Boke		Guinea	Boke		Guinea	Boke	
MH470377	Guinea	Boke		Guinea	Boke		Guinea	Boke	
MH470376	Guinea	Boke		Guinea	Boke		Guinea	Boke	
LT630568	Guinea			Guinea			Guinea		
LT630567	Guinea			Guinea			Guinea		
MH470379	Guinea	Boke		Guinea	Boke		Guinea	Boke	
MH470378	Guinea	Boke		Guinea	Boke		Guinea	Boke	
KR817158	Guinea			Guinea			Guinea		
LT630599	Guinea			Guinea			Guinea		
LT630565	Guinea			Guinea			Guinea		
LT630600	Guinea			Guinea			Guinea		
LT630574	Guinea			Guinea			Guinea		
MZ605320	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MZ605321	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
MW962392	Guinea			Guinea			Guinea		
LT630563	Guinea			Guinea			Guinea		
LT630580	Guinea			Guinea			Guinea		
LT630579	Guinea			Guinea			Guinea		
LT630578	Guinea			Guinea			Guinea		
LT630575	Guinea			Guinea			Guinea		
LT630562	Guinea			Guinea			Guinea		
LT630561	Guinea			Guinea			Guinea		
LT630605	Guinea			Guinea			Guinea		
LT630573	Guinea			Guinea			Guinea		
LT630572	Guinea			Guinea			Guinea		
LT630581	Guinea			Guinea			Guinea		
LT630571	Guinea			Guinea			Guinea		
LT630570	Guinea			Guinea			Guinea		
LT630585	Guinea			Guinea			Guinea		
LT630582	Guinea			Guinea			Guinea		
MH470381	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
LT630603	Guinea			Guinea			Guinea		
MH470380	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
LT630604	Guinea			Guinea			Guinea		
LT630602	Guinea			Guinea			Guinea		
LT630560	Guinea			Guinea			Guinea		
LT630601	Guinea			Guinea			Guinea		
LT630564	Guinea			Guinea			Guinea		
LT630539	Guinea			Guinea			Guinea		
LT630550	Guinea			Guinea			Guinea		
LT630594	Guinea			Guinea			Guinea		
LT630523	Guinea			Guinea			Guinea		
LT630522	Guinea			Guinea			Guinea		
LT630541	Guinea			Guinea			Guinea		
LT630521	Guinea			Guinea			Guinea		
LT630520	Guinea			Guinea			Guinea		
LT630519	Guinea			Guinea			Guinea		
LT630518	Guinea			Guinea			Guinea		
LT630540	Guinea			Guinea			Guinea		
LT630517	Guinea			Guinea			Guinea		
LT630516	Guinea			Guinea			Guinea		
LT630515	Guinea			Guinea			Guinea		
LT630514	Guinea			Guinea			Guinea		
LT630513	Guinea			Guinea			Guinea		
LT630512	Guinea			Guinea			Guinea		
LT630511	Guinea			Guinea			Guinea		
LT630510	Guinea			Guinea			Guinea		
LT630509	Guinea			Guinea			Guinea		
LT630508	Guinea			Guinea			Guinea		
LT630586	Guinea			Guinea			Guinea		
LT630507	Guinea			Guinea			Guinea		
LT630506	Guinea			Guinea			Guinea		
LT630505	Guinea			Guinea			Guinea		
LT630504	Guinea			Guinea			Guinea		
KX121424	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
LT630503	Guinea			Guinea			Guinea		
LT630525	Guinea			Guinea			Guinea		
LT630595	Guinea			Guinea			Guinea		
LT630524	Guinea			Guinea			Guinea		
LT630587	Guinea			Guinea			Guinea		
LT630593	Guinea			Guinea			Guinea		
LT630592	Guinea			Guinea			Guinea		
LT630548	Guinea			Guinea			Guinea		
LT630549	Guinea			Guinea			Guinea		
LT630584	Guinea			Guinea			Guinea		
LT630546	Guinea			Guinea			Guinea		
LT630545	Guinea			Guinea			Guinea		
LT630547	Guinea			Guinea			Guinea		
LT630544	Guinea			Guinea			Guinea		
LT630543	Guinea			Guinea			Guinea		
LT630542	Guinea			Guinea			Guinea		
LT630535	Guinea			Guinea			Guinea		
LT630591	Guinea			Guinea			Guinea		
LT630590	Guinea			Guinea			Guinea		
LT630534	Guinea			Guinea			Guinea		
LT630533	Guinea			Guinea			Guinea		
LT630532	Guinea			Guinea			Guinea		
LT630577	Guinea			Guinea			Guinea		
LT630576	Guinea			Guinea			Guinea		
LT630531	Guinea			Guinea			Guinea		
LT630530	Guinea			Guinea			Guinea		
LT630529	Guinea			Guinea			Guinea		
LT630528	Guinea			Guinea			Guinea		
LT630527	Guinea			Guinea			Guinea		
LT630526	Guinea			Guinea			Guinea		
LT630583	Guinea			Guinea			Guinea		
KR817157	Guinea			Guinea			Guinea		
MZ424862	Guinea	Nzerekore		Guinea	Nzerekore		Guinea	Nzerekore Region	
KR534561	Guinea			Guinea			Guinea		
KR817210	Guinea			Guinea			Guinea		
KR817084	Guinea			Guinea			Guinea		
KR817211	Guinea			Guinea			Guinea		
KR817212	Guinea			Guinea			Guinea		
KR817213	Guinea			Guinea			Guinea		
KR817214	Guinea			Guinea			Guinea		
KR817215	Guinea			Guinea			Guinea		
KR817216	Guinea			Guinea			Guinea		
KR817083	Guinea			Guinea			Guinea		
KR817082	Guinea			Guinea			Guinea		
KR817081	Guinea			Guinea			Guinea		
KR817150	Guinea			Guinea			Guinea		
KR534537	Guinea			Guinea			Guinea		
KR534582	Guinea			Guinea			Guinea		
KR817217	Guinea			Guinea			Guinea		
KR817218	Guinea			Guinea			Guinea		
KR534581	Guinea			Guinea			Guinea		
KR534529	Guinea			Guinea			Guinea		
KR534530	Guinea			Guinea			Guinea		
KR534531	Guinea			Guinea			Guinea		
KR817079	Guinea			Guinea			Guinea		
KR534532	Guinea			Guinea			Guinea		
KR817080	Guinea			Guinea			Guinea		
KR817209	Guinea			Guinea			Guinea		
KR817220	Guinea			Guinea			Guinea		
KR534533	Guinea			Guinea			Guinea		
KR534534	Guinea			Guinea			Guinea		
KR534579	Guinea			Guinea			Guinea		
KR534507	Guinea			Guinea			Guinea		
KR534536	Guinea			Guinea			Guinea		
KR534580	Guinea			Guinea			Guinea		
KR817219	Guinea			Guinea			Guinea		
KR817208	Guinea			Guinea			Guinea		
KR817207	Guinea			Guinea			Guinea		
KR817206	Guinea			Guinea			Guinea		
KR817184	Guinea			Guinea			Guinea		
KR817183	Guinea			Guinea			Guinea		
KR817182	Guinea			Guinea			Guinea		
KR817181	Guinea			Guinea			Guinea		
KR817186	Guinea			Guinea			Guinea		
KR817180	Guinea			Guinea			Guinea		
KR817185	Guinea			Guinea			Guinea		
KR817179	Guinea			Guinea			Guinea		
KR817188	Guinea			Guinea			Guinea		
KR817187	Guinea			Guinea			Guinea		
KU978801	Guinea			Guinea			Guinea		
MG572233	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
MG572230	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KY425648	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR817189	Guinea			Guinea			Guinea		
KR817221	Guinea			Guinea			Guinea		
OQ892315	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817191	Guinea			Guinea			Guinea		
KR817205	Guinea			Guinea			Guinea		
KR817204	Guinea			Guinea			Guinea		
KR817203	Guinea			Guinea			Guinea		
KR817202	Guinea			Guinea			Guinea		
OQ892314	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817201	Guinea			Guinea			Guinea		
KR817190	Guinea			Guinea			Guinea		
KR817200	Guinea			Guinea			Guinea		
KR817198	Guinea			Guinea			Guinea		
KR817197	Guinea			Guinea			Guinea		
KR817196	Guinea			Guinea			Guinea		
KR817195	Guinea			Guinea			Guinea		
KR817192	Guinea			Guinea			Guinea		
KR817193	Guinea			Guinea			Guinea		
KR817199	Guinea			Guinea			Guinea		
KY425633	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR817222	Guinea			Guinea			Guinea		
KR817224	Guinea			Guinea			Guinea		
KR534520	Guinea			Guinea			Guinea		
KR817235	Guinea			Guinea			Guinea		
KR817152	Guinea			Guinea			Guinea		
KR817237	Guinea			Guinea			Guinea		
KR817130	Guinea			Guinea			Guinea		
KR534519	Guinea			Guinea			Guinea		
KR817151	Guinea			Guinea			Guinea		
KR534518	Guinea			Guinea			Guinea		
KR534517	Guinea			Guinea			Guinea		
KR817242	Guinea			Guinea			Guinea		
KR534516	Guinea			Guinea			Guinea		
KR817126	Guinea			Guinea			Guinea		
KR534515	Guinea			Guinea			Guinea		
KR534514	Guinea			Guinea			Guinea		
KR817124	Guinea			Guinea			Guinea		
KR534513	Guinea			Guinea			Guinea		
KR534512	Guinea			Guinea			Guinea		
KR534509	Guinea			Guinea			Guinea		
KR817113	Guinea			Guinea			Guinea		
KR534586	Guinea			Guinea			Guinea		
KR534510	Guinea			Guinea			Guinea		
KR817178	Guinea			Guinea			Guinea		
KR817116	Guinea			Guinea			Guinea		
KR534587	Guinea			Guinea			Guinea		
KR817117	Guinea			Guinea			Guinea		
KR817119	Guinea			Guinea			Guinea		
KR534511	Guinea			Guinea			Guinea		
KR817120	Guinea			Guinea			Guinea		
KR817121	Guinea			Guinea			Guinea		
KR817122	Guinea			Guinea			Guinea		
KR817107	Guinea			Guinea			Guinea		
KR817118	Guinea			Guinea			Guinea		
KR817230	Guinea			Guinea			Guinea		
KX121419	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817153	Guinea			Guinea			Guinea		
KR534524	Guinea			Guinea			Guinea		
KR817075	Guinea			Guinea			Guinea		
KR817076	Guinea			Guinea			Guinea		
KR817077	Guinea			Guinea			Guinea		
KR817078	Guinea			Guinea			Guinea		
OQ892309	Guinea	Pita		Guinea		Pita	Guinea	Pita	
KR817074	Guinea			Guinea			Guinea		
KR534525	Guinea			Guinea			Guinea		
KR534577	Guinea			Guinea			Guinea		
KR534527	Guinea			Guinea			Guinea		
KR534578	Guinea			Guinea			Guinea		
KR534528	Guinea			Guinea			Guinea		
KR817226	Guinea			Guinea			Guinea		
KR817225	Guinea			Guinea			Guinea		
KR534526	Guinea			Guinea			Guinea		
KR817223	Guinea			Guinea			Guinea		
KR817073	Guinea			Guinea			Guinea		
KR817071	Guinea			Guinea			Guinea		
KR817154	Guinea			Guinea			Guinea		
KR534588	Guinea			Guinea			Guinea		
KX121420	Guinea	Kindia		Guinea	Kindia		Guinea	Kindia	
KR534521	Guinea			Guinea			Guinea		
KR534522	Guinea			Guinea			Guinea		
KR534523	Guinea			Guinea			Guinea		
KR817072	Guinea			Guinea			Guinea		
KR817131	Guinea			Guinea			Guinea		
KR817132	Guinea			Guinea			Guinea		
KR817134	Guinea			Guinea			Guinea		
KR817067	Guinea			Guinea			Guinea		
KR817068	Guinea			Guinea			Guinea		
KR817069	Guinea			Guinea			Guinea		
KR817070	Guinea			Guinea			Guinea		
KR817133	Guinea			Guinea			Guinea		
KT013257	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR534535	Guinea			Guinea			Guinea		
KP342330	Guinea	Conacry		Guinea		Conacry	Guinea	Conacry	
KR817137	Guinea			Guinea			Guinea		
KR534566	Guinea			Guinea			Guinea		
KR817136	Guinea			Guinea			Guinea		
KR817145	Guinea			Guinea			Guinea		
KR534567	Guinea			Guinea			Guinea		
KR817135	Guinea			Guinea			Guinea		
KR534554	Guinea			Guinea			Guinea		
KR534553	Guinea			Guinea			Guinea		
KR817146	Guinea			Guinea			Guinea		
KR817147	Guinea			Guinea			Guinea		
KR534552	Guinea			Guinea			Guinea		
KR534551	Guinea			Guinea			Guinea		
KR534550	Guinea			Guinea			Guinea		
KR534591	Guinea			Guinea			Guinea		
KR534590	Guinea			Guinea			Guinea		
KR534549	Guinea			Guinea			Guinea		
KR534548	Guinea			Guinea			Guinea		
KR534547	Guinea			Guinea			Guinea		
KR534546	Guinea			Guinea			Guinea		
KR534545	Guinea			Guinea			Guinea		
KR534569	Guinea			Guinea			Guinea		
KR817089	Guinea			Guinea			Guinea		
KR817088	Guinea			Guinea			Guinea		
KY401674	Guinea			Guinea			Guinea		
KR534589	Guinea			Guinea			Guinea		
KR817138	Guinea			Guinea			Guinea		
KR817139	Guinea			Guinea			Guinea		
KR534563	Guinea			Guinea			Guinea		
KT013256	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR534575	Guinea			Guinea			Guinea		
OQ892307	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KT633510	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR534560	Guinea			Guinea			Guinea		
KR534559	Guinea			Guinea			Guinea		
KJ660346	Guinea			Guinea			Guinea		
KJ660347	Guinea			Guinea			Guinea		
KJ660348	Guinea			Guinea			Guinea		
KR534576	Guinea			Guinea			Guinea		
OQ892303	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
OQ892316	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KT633511	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR534585	Guinea			Guinea			Guinea		
KR534558	Guinea			Guinea			Guinea		
KT765130	Guinea			Guinea			Guinea		
KT765131	Guinea			Guinea			Guinea		
KR534557	Guinea			Guinea			Guinea		
OQ892306	Guinea	Conakry		Guinea	Conakry		Guinea	Conakry	
KR817141	Guinea			Guinea			Guinea		
KR817142	Guinea			Guinea			Guinea		
KR817143	Guinea			Guinea			Guinea		
KR534556	Guinea			Guinea			Guinea		
KR534555	Guinea			Guinea			Guinea		
KR534562	Guinea			Guinea			Guinea		
KR534564	Guinea			Guinea			Guinea		
KR534565	Guinea			Guinea			Guinea		
KR817140	Guinea			Guinea			Guinea		
KR534544	Guinea			Guinea			Guinea		
KR817144	Guinea			Guinea			Guinea		
KR534508	Guinea			Guinea			Guinea		
KY401675	Guinea			Guinea			Guinea		
KY425645	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KX000400	Guinea			Guinea			Guinea		
KR534584	Guinea			Guinea			Guinea		
KR534583	Guinea			Guinea			Guinea		
KR534540	Guinea			Guinea			Guinea		
KR534539	Guinea			Guinea			Guinea		
KR534573	Guinea			Guinea			Guinea		
KR534574	Guinea			Guinea			Guinea		
KR817148	Guinea			Guinea			Guinea		
KR534572	Guinea			Guinea			Guinea		
KR817149	Guinea			Guinea			Guinea		
KT013254	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
MG572234	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR817087	Guinea			Guinea			Guinea		
KP096420	Guinea			Guinea			Guinea		
KP096421	Guinea			Guinea			Guinea		
KP096422	Guinea			Guinea			Guinea		
MG572231	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KT013259	Guinea	Kissidougou		Guinea		Kissidougou	Guinea	Kissidougou	
KX000398	Guinea			Guinea			Guinea		
KT013258	Guinea	Kissidougou		Guinea		Kissidougou	Guinea	Kissidougou	
KT013255	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KY401672	Guinea			Guinea			Guinea		
KR534538	Guinea			Guinea			Guinea		
KX000399	Guinea			Guinea			Guinea		
KR534571	Guinea			Guinea			Guinea		
KR534570	Guinea			Guinea			Guinea		
KR534541	Guinea			Guinea			Guinea		
KR817085	Guinea			Guinea			Guinea		
KR534542	Guinea			Guinea			Guinea		
MG572232	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
MG572229	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KY425657	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KY425654	Guinea	Gueckedou		Guinea		Gueckedou	Guinea	Gueckedou	
KR534568	Guinea			Guinea			Guinea		
KR817156	Guinea			Guinea			Guinea		
KR817155	Guinea			Guinea			Guinea		
KR534543	Guinea			Guinea			Guinea		
KR817086	Guinea			Guinea			Guinea		
KT191142	India			India			India		
KT191140	India			India			India		
KT191141	India			India			India		
KP231870	Italy			Italy			Italy		
KT961624	Italy			Italy			Italy		
KP339863	Italy			Italy			Italy		
KP701371	Italy			Italy			Italy		
KU220279	Liberia	Barclay Farm, Margibi		Liberia	Margibi	Barclay Farm	Liberia	Barclay Farm	Margibi
KT725365	Liberia	River Gee		Liberia	River Gee		Liberia	River Gee	
KT725367	Liberia			Liberia			Liberia		
KT725309	Liberia	Grand Bassa		Liberia	Grand Bassa		Liberia	Grand Bassa	
KT725387	Liberia			Liberia			Liberia		
KY401659	Liberia			Liberia			Liberia		
KT725300	Liberia	Margibi		Liberia	Margibi		Liberia	Margibi	
KT725316	Liberia			Liberia			Liberia		
KT725297	Liberia	Grand Bassa		Liberia	Grand Bassa		Liberia	Grand Bassa	
KT725375	Liberia	Montserrado		Liberia	Montserrado		Liberia	Montserrado	
KT725283	Liberia			Liberia			Liberia		
KT725264	Liberia			Liberia			Liberia		
KT725256	Liberia			Liberia			Liberia		
KR817129	Liberia			Liberia			Liberia		
KR006963	Liberia			Liberia			Liberia		
KT725287	Liberia	Sinoe		Liberia	Sinoe		Liberia	Sinoe	
KT725384	Liberia	Montserrado		Liberia	Montserrado		Liberia	Montserrado	
KU220282	Liberia	Barclay Farm, Margibi		Liberia	Margibi	Barclay Farm	Liberia	Barclay Farm	Margibi
KR817114	Liberia			Liberia			Liberia		
KT725286	Liberia			Liberia			Liberia		
KR006961	Liberia			Liberia			Liberia		
KT725331	Liberia			Liberia			Liberia		
KU220270	Liberia	Needowein, Margibi		Liberia	Margibi	Needowein	Liberia	Needowein	Margibi
KR817115	Liberia			Liberia			Liberia		
KU220281	Liberia	Barclay Farm, Margibi		Liberia	Margibi	Barclay Farm	Liberia	Barclay Farm	Margibi
KY744597	Liberia	Montesserrado		Liberia		Montesserrado	Liberia	Montesserrado	
KT725338	Liberia	Nimba		Liberia	Nimba		Liberia	Nimba	
KT725364	Liberia	Montserrado		Liberia	Montserrado		Liberia	Montserrado	
KT725382	Liberia			Liberia			Liberia		
KU220278	Liberia	Barclay Farm, Margibi		Liberia	Margibi	Barclay Farm	Liberia	Barclay Farm	Margibi
KU220280	Liberia	Barclay Farm, Margibi		Liberia	Margibi	Barclay Farm	Liberia	Barclay Farm	Margibi
KT725337	Liberia	Nimba		Liberia	Nimba		Liberia	Nimba	
KY401657	Liberia			Liberia			Liberia		
KT725392	Liberia			Liberia			Liberia		
KT725257	Liberia	Margibi		Liberia	Margibi		Liberia	Margibi	
KU220272	Liberia	Needowein, Margibi		Liberia	Margibi	Needowein	Liberia	Needowein	Margibi
KT725285	Liberia	Montserrado		Liberia	Montserrado		Liberia	Montserrado	
KT725386	Liberia	Nimba		Liberia	Nimba		Liberia	Nimba	
KT725259	Liberia	Grand Bassa		Liberia	Grand Bassa		Liberia	Grand Bassa	
